Point ID,arc_length,Density,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Residual_Density,Residual_Energy,Residual_Momentum_0,Residual_Momentum_1,Residual_Momentum_2,Residual_Momentum_Magnitude,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,vtkValidPointMask,Y_Plus
0,0,2.11616e-05,4.38581,0,1.79242e-05,1.59369e-14,7.06925e-17,-9.05E-17,0,1.1487e-16,0,0,0,0,1.75432,1.20149,-2.57E-18,-8.25E-13,0,0,0,0,3.16605e-12,-1.83E-05,0,1.83454e-05,288.797,3.34129e-12,-4.28E-12,0,5.42936e-12,1,0
1,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01,0,0,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
2,0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02,0,0,0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
3,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03,0,0,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
4,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04,0,0,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
5,0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05,0,0,0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
6,0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06,0,0,0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
7,0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07,0,0,0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
8,0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08,0,0,0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
9,0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09,0,0,0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
10,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0,0,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
11,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11,0,0,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
12,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.12,0,0,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
13,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13,0,0,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
14,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14,0,0,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
15,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.15,0,0,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
16,0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16,0,0,0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
17,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17,0,0,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
18,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.18,0,0,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
19,0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19,0,0,0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
20,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2,0,0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
21,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21,0,0,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
22,0.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22,0,0,0.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
23,0.23,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.23,0,0,0.23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
24,0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24,0,0,0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
25,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0,0,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
26,0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26,0,0,0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
27,0.27,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.27,0,0,0.27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
28,0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28,0,0,0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
29,0.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29,0,0,0.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
30,0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3,0,0,0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
31,0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31,0,0,0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
32,0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32,0,0,0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
33,0.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.33,0,0,0.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
34,0.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.34,0,0,0.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
35,0.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.35,0,0,0.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
36,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36,0,0,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
37,0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.37,0,0,0.37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
38,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.38,0,0,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
39,0.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39,0,0,0.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
40,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4,0,0,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
41,0.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41,0,0,0.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
42,0.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.42,0,0,0.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
43,0.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43,0,0,0.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
44,0.44,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.44,0,0,0.44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
45,0.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.45,0,0,0.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
46,0.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.46,0,0,0.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
47,0.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.47,0,0,0.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
48,0.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48,0,0,0.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
49,0.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.49,0,0,0.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
50,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0,0,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
51,0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.51,0,0,0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
52,0.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.52,0,0,0.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
53,0.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.53,0,0,0.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
54,0.54,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.54,0,0,0.54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
55,0.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.55,0,0,0.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
56,0.56,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.56,0,0,0.56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
57,0.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.57,0,0,0.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
58,0.58,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.58,0,0,0.58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
59,0.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.59,0,0,0.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
60,0.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6,0,0,0.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
61,0.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.61,0,0,0.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
62,0.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.62,0,0,0.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
63,0.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.63,0,0,0.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
64,0.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.64,0,0,0.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
65,0.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.65,0,0,0.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
66,0.66,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.66,0,0,0.66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
67,0.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.67,0,0,0.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
68,0.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.68,0,0,0.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
69,0.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.69,0,0,0.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
70,0.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7,0,0,0.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
71,0.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.71,0,0,0.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
72,0.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.72,0,0,0.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
73,0.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.73,0,0,0.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
74,0.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.74,0,0,0.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
75,0.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0,0,0.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
76,0.76,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.76,0,0,0.76,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
77,0.77,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.77,0,0,0.77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
78,0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.78,0,0,0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
79,0.79,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.79,0,0,0.79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
80,0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8,0,0,0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
81,0.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.81,0,0,0.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
82,0.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.82,0,0,0.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
83,0.83,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.83,0,0,0.83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
84,0.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.84,0,0,0.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
85,0.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.85,0,0,0.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
86,0.86,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.86,0,0,0.86,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
87,0.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.87,0,0,0.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
88,0.88,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.88,0,0,0.88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
89,0.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.89,0,0,0.89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
90,0.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0,0,0.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
91,0.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.91,0,0,0.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
92,0.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.92,0,0,0.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
93,0.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.93,0,0,0.93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
94,0.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.94,0,0,0.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
95,0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.95,0,0,0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
96,0.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.96,0,0,0.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
97,0.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.97,0,0,0.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
98,0.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.98,0,0,0.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
99,0.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.99,0,0,0.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan
100,1,2.09192e-05,4.33243,0,1.79141e-05,2.14473e-15,-9.37E-18,-1.21E-17,0,1.52789e-17,1,0,0,1,1.73297,-0.552061,2.0837e-17,2.6299e-12,0,0,0,0,-4.21E-13,-1.53E-05,0,1.53054e-05,288.587,-4.48E-13,-5.77E-13,0,7.30398e-13,1,0
101,1.01,2.09185e-05,4.33229,0,1.79141e-05,3.27004e-05,-1.99E-07,-2.17E-09,0,1.99427e-07,1.01,0,0,1.01,1.73292,-0.556605,2.08599e-17,2.63023e-12,2.12612e-16,2.46487e-15,0,2.47403e-15,0,0,0,0,288.587,-0.00953298,-0.000103937,0,0.00953355,1,0
102,1.02,2.09181e-05,4.33222,0,1.79141e-05,0.000108086,-7.38E-07,-4.34E-09,0,7.3837e-07,1.02,0,0,1.02,1.73289,-0.558923,2.09231e-17,2.64825e-12,4.89363e-16,6.42744e-15,0,6.44604e-15,0,0,0,0,288.587,-0.0352975,-0.000207594,0,0.0352981,1,0
103,1.03,2.09178e-05,4.33215,0,1.79141e-05,0.000216525,-1.53E-06,-6.50E-09,0,1.53394e-06,1.03,0,0,1.03,1.73286,-0.560981,2.11259e-17,2.69933e-12,8.58285e-16,1.27771e-14,0,1.28059e-14,0,0,0,0,288.587,-0.0733308,-0.000310918,0,0.0733315,1,0
104,1.04,2.09175e-05,4.3321,0,1.79141e-05,0.000367229,-2.58E-06,-8.76E-09,0,2.57523e-06,1.04,0,0,1.04,1.73284,-0.562917,2.13812e-17,2.74781e-12,1.53588e-15,1.51455e-14,0,1.52232e-14,0,0,0,0,288.588,-0.123113,-0.00041871,0,0.123114,1,0
105,1.05,2.09173e-05,4.33205,0,1.79141e-05,0.000533784,-3.80E-06,-1.10E-08,0,3.79805e-06,1.05,0,0,1.05,1.73282,-0.564456,2.1634e-17,2.79441e-12,2.2288e-15,1.63373e-14,0,1.64887e-14,0,0,0,0,288.588,-0.181574,-0.000527654,0,0.181574,1,0
106,1.06,2.09171e-05,4.332,0,1.79141e-05,0.000733461,-5.19E-06,-1.35E-08,0,5.19477e-06,1.06,0,0,1.06,1.7328,-0.56595,2.18818e-17,2.85543e-12,3.51485e-15,2.101e-14,0,2.1302e-14,0,0,0,0,288.588,-0.24835,-0.00064377,0,0.248351,1,0
107,1.07,2.09169e-05,4.33197,0,1.79141e-05,0.000943063,-6.71E-06,-1.59E-08,0,6.70618e-06,1.07,0,0,1.07,1.73279,-0.567164,2.20544e-17,2.88243e-12,3.98653e-15,2.25331e-14,0,2.2883e-14,0,0,0,0,288.588,-0.320609,-0.000761074,0,0.32061,1,0
108,1.08,2.09168e-05,4.33194,0,1.79141e-05,0.00116698,-8.31E-06,-1.85E-08,0,8.31274e-06,1.08,0,0,1.08,1.73277,-0.568226,2.18304e-17,2.83387e-12,4.7841e-15,2.55477e-14,0,2.59918e-14,0,0,0,0,288.588,-0.397419,-0.0008842,0,0.39742,1,0
109,1.09,2.09166e-05,4.33191,0,1.79141e-05,0.0014023,-9.99E-06,-2.11E-08,0,9.98892e-06,1.09,0,0,1.09,1.73276,-0.569171,2.15519e-17,2.77911e-12,5.50695e-15,2.83911e-14,0,2.89203e-14,0,0,0,0,288.588,-0.477558,-0.00101095,0,0.477559,1,0
110,1.1,2.09165e-05,4.33188,0,1.79141e-05,0.00164735,-1.17E-05,-2.39E-08,0,1.17308e-05,1.1,0,0,1.1,1.73275,-0.569966,2.15506e-17,2.77896e-12,5.57079e-15,2.8565e-14,0,2.91032e-14,0,0,0,0,288.588,-0.560838,-0.00114188,0,0.56084,1,0
111,1.11,2.09164e-05,4.33186,0,1.79141e-05,0.00191186,-1.35E-05,-2.67E-08,0,1.354e-05,1.11,0,0,1.11,1.73274,-0.570671,2.15231e-17,2.77596e-12,6.87999e-15,3.21311e-14,0,3.28594e-14,0,0,0,0,288.588,-0.647336,-0.00127426,0,0.647337,1,0
112,1.12,2.09163e-05,4.33185,0,1.79141e-05,0.00216452,-1.54E-05,-2.95E-08,0,1.535e-05,1.12,0,0,1.12,1.73274,-0.571229,2.15112e-17,2.77467e-12,7.44402e-15,3.36674e-14,0,3.44805e-14,0,0,0,0,288.588,-0.733877,-0.00140921,0,0.733878,1,0
113,1.13,2.09162e-05,4.33184,0,1.79141e-05,0.00241009,-1.72E-05,-3.23E-08,0,1.71633e-05,1.13,0,0,1.13,1.73273,-0.571667,2.14935e-17,2.77e-12,7.54945e-15,3.39881e-14,0,3.48164e-14,0,0,0,0,288.588,-0.82057,-0.00154643,0,0.820571,1,0
114,1.14,2.09162e-05,4.33183,0,1.79141e-05,0.00267465,-1.90E-05,-3.52E-08,0,1.90018e-05,1.14,0,0,1.14,1.73273,-0.572022,2.12948e-17,2.71793e-12,8.72627e-15,3.75679e-14,0,3.8568e-14,0,0,0,0,288.588,-0.90847,-0.00168431,0,0.908472,1,0
115,1.15,2.09162e-05,4.33182,0,1.79141e-05,0.00293334,-2.08E-05,-3.81E-08,0,2.08306e-05,1.15,0,0,1.15,1.73272,-0.572318,2.11657e-17,2.68408e-12,9.4915e-15,3.98957e-14,0,4.10092e-14,0,0,0,0,288.588,-0.995907,-0.00182338,0,0.995909,1,0
116,1.16,2.09161e-05,4.33182,0,1.79141e-05,0.0031811,-2.26E-05,-4.11E-08,0,2.26414e-05,1.16,0,0,1.16,1.73272,-0.572505,2.11657e-17,2.68408e-12,9.4915e-15,3.98957e-14,0,4.10092e-14,0,0,0,0,288.588,-1.08248,-0.00196468,0,1.08248,1,0
117,1.17,2.09161e-05,4.33181,0,1.79141e-05,0.00343317,-2.44E-05,-4.40E-08,0,2.44335e-05,1.17,0,0,1.17,1.73272,-0.572616,2.12429e-17,2.70159e-12,1.02682e-14,4.17935e-14,0,4.30364e-14,0,0,0,0,288.588,-1.16816,-0.0021045,0,1.16816,1,0
118,1.18,2.09161e-05,4.33181,0,1.79141e-05,0.00368798,-2.62E-05,-4.70E-08,0,2.62136e-05,1.18,0,0,1.18,1.73272,-0.572681,2.13696e-17,2.73032e-12,1.15418e-14,4.49051e-14,0,4.63647e-14,0,0,0,0,288.588,-1.25327,-0.00224523,0,1.25327,1,0
119,1.19,2.09161e-05,4.33182,0,1.79141e-05,0.00393173,-2.80E-05,-5.00E-08,0,2.7959e-05,1.19,0,0,1.19,1.73272,-0.572686,2.14164e-17,2.74092e-12,1.2012e-14,4.60539e-14,0,4.75946e-14,0,0,0,0,288.588,-1.33672,-0.00239014,0,1.33672,1,0
120,1.2,2.09161e-05,4.33182,0,1.79141e-05,0.00416898,-2.97E-05,-5.31E-08,0,2.96839e-05,1.2,0,0,1.2,1.73272,-0.572658,2.14164e-17,2.74092e-12,1.2012e-14,4.60539e-14,0,4.75946e-14,0,0,0,0,288.588,-1.41919,-0.00253748,0,1.41919,1,0
